,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ID,Potability
0,7.025456547708933,202.5694674250801,22256.950364593784,6.91350054089494,304.9514981066884,434.1984358160752,13.696893086033183,64.20566665026693,4.478070476621262,2500.0,0.0
1,5.31976907293495,204.2020719666661,22390.79556563065,8.053558881344857,315.0275045018164,399.119025423894,13.97408472536074,83.15799710462977,2.925732039706137,1044.0,0.0
2,7.350378986684693,193.63336684342391,26736.08556736884,10.416588880577551,309.4168828022096,557.4956846795276,16.519722226475267,61.077382871878136,3.663922183923016,415.0,0.0
3,7.61251682263187,225.49279278281443,14812.970644801802,7.982595216401367,356.69017362338303,341.07492458185163,14.99466235221132,55.89391550738455,2.93959347170948,2841.0,1.0
4,7.122637439985312,183.4026481831804,31295.902409509665,4.425026226149566,332.861559066032,411.6160702743648,14.066057477821971,77.18579203760206,3.750446964802988,2567.0,0.0
5,6.283678794634559,205.3766238408668,19905.436547735968,7.078344555547337,284.20602148145,471.9040319656132,18.027159728439077,64.36260840905938,4.480771310094808,3109.0,0.0
6,7.025456547708933,163.40981923744118,32865.50952537348,6.066792957232625,317.46749884763983,279.646803827296,10.811672993221237,81.52645740099578,3.574605162201768,1602.0,1.0
7,4.126528715100221,125.4748835138738,11215.945901592888,5.366011335667973,261.44479767930693,445.2414568851872,18.575920677608508,86.43365536398535,4.460200983755287,199.0,0.0
8,6.1859248920520455,236.03478264925755,1198.9436990081786,6.140033164031196,374.09538796904826,436.23619825357247,11.093810616625037,99.77507788538944,4.090264381918475,3161.0,1.0
9,7.368165576531881,204.0414512166342,8524.874645571706,9.469763496724733,429.8143221517852,328.56528776349063,11.173154976335924,88.88881942793677,3.6842633826061095,1491.0,1.0
10,8.90086469660199,211.3068119064913,9592.151333127596,8.863272376077974,348.4378198773213,333.7753271428022,18.26795085399624,68.33316991333467,4.518750669722005,801.0,1.0
11,6.405392481776245,183.86724504297905,20526.30683510295,8.450272354606483,366.1766335901449,548.6377020787954,13.448796635489714,69.0541381402804,4.531920781408072,1902.0,1.0
12,8.016279103360878,211.02930381983484,14034.485798658789,9.796999515077292,389.3387958191684,491.07908209726713,14.51299105109308,35.56596645086621,4.308222881195556,1200.0,1.0
13,10.356118827208377,136.3237517489284,48621.56395153604,9.158703902851247,327.92275104512413,365.7202915004255,17.97556383516246,77.35985434424164,4.201849441297084,283.0,1.0
14,5.600876517470603,183.5737830451884,20411.664380714097,9.75376622762215,336.4048186843101,368.35998395197646,11.095878005944371,66.82012406162275,4.362033669355959,2672.0,0.0
15,4.443238899143103,178.9562057574612,25008.53224756482,4.94881450872616,298.5766759991929,429.5447730337787,17.729724041901363,56.34768853029351,3.2683248358355965,231.0,0.0
